MEAS_DT,BURST_ID,ROWS,DUR_S,VIB-TOP_RMS,VIB-TOP_KUR,VIB-TOP_CRF,VIB-TOP_PTP,VIB-TOP_STD,VIB-BOT_RMS,VIB-BOT_KUR,VIB-BOT_CRF,VIB-BOT_PTP,VIB-BOT_STD,CUR-MTR_RMS,CUR-MTR_KUR,CUR-MTR_CRF,CUR-MTR_PTP,CUR-MTR_STD
2024-02-04 14:09:02.036,B24-00049,5,0.4,0.084298,2.73268,1.860763,0.2464,0.094248,0.192278,-1.659811,1.446181,0.522171,0.214973,81.426759,-0.811515,1.617017,219.954398,91.037884
2024-02-05 02:56:40.549,B24-00050,50,4.9,0.075987,-0.593738,2.149165,0.320321,0.076759,0.134135,-1.236459,1.812401,0.444503,0.135497,147.229922,-1.45254,1.552644,450.67042,148.72468
2024-02-05 15:44:23.562,B24-00051,50,4.9,0.039978,1.003566,3.294115,0.202679,0.040384,0.05302,0.489353,2.763021,0.2396,0.053558,80.992168,-1.595066,1.353042,219.0372,81.814444
2024-02-06 04:32:06.576,B24-00052,40,3.9,0.084277,1.871178,3.150684,0.424317,0.085351,0.106697,-1.144227,1.761403,0.35144,0.108056,125.982126,-1.395844,1.639938,371.48206,127.587058
2024-02-06 17:19:48.589,B24-00053,22,2.1,0.061241,-0.930572,1.765519,0.211863,0.062683,0.155549,-1.263348,1.800652,0.507513,0.15921,159.406146,-1.293715,1.728188,489.57401,163.157392
2024-02-07 06:07:28.802,B24-00054,50,4.9,0.057111,-0.69095,2.142426,0.233684,0.057691,0.0503,-0.089167,2.353188,0.235558,0.050811,82.06881,-1.577176,1.390408,226.51067,82.902017
2024-02-07 18:55:11.815,B24-00055,50,4.9,0.093953,-0.238796,2.447708,0.427042,0.094907,0.1344,-0.693729,2.162589,0.540938,0.135764,122.418587,-1.444957,1.501614,366.51961,123.661447
2024-02-08 07:42:54.829,B24-00056,50,4.9,0.077838,-0.181514,2.623819,0.345026,0.078628,0.163442,-1.264934,1.83702,0.531276,0.165101,167.069318,-1.476431,1.506249,501.75255,168.765497
2024-02-08 20:30:37.842,B24-00057,50,4.9,0.034454,0.006295,2.590601,0.164327,0.034804,0.045586,-0.414275,2.067109,0.188022,0.046049,81.890037,-1.589873,1.369982,224.36598,82.721429
2024-02-09 09:18:20.855,B24-00058,50,4.9,0.070038,-0.60996,2.192253,0.273069,0.070749,0.130928,-0.987188,1.96021,0.437532,0.132258,136.12093,-1.455932,1.54268,419.58802,137.502904
2024-02-09 22:06:03.868,B24-00059,50,4.9,0.052527,-0.097225,2.527018,0.237488,0.05306,0.046633,-0.863705,2.109605,0.184797,0.047107,84.210299,-1.580492,1.353949,226.48373,85.065248
2024-02-10 10:53:46.882,B24-00060,50,4.9,0.068287,-0.748363,2.369047,0.283412,0.06898,0.066453,-0.603101,2.054411,0.243414,0.067128,96.376103,-1.48825,1.481938,281.42396,97.354566
2024-02-10 23:41:29.895,B24-00061,50,4.9,0.067925,-0.704795,2.219811,0.282764,0.068615,0.050062,0.904968,2.873276,0.287442,0.050571,83.506057,-1.560841,1.361731,227.20828,84.353856
2024-02-11 12:29:12.908,B24-00062,50,4.9,0.06965,0.013503,2.49466,0.338464,0.070358,0.169011,-1.404337,1.70147,0.528358,0.170727,167.773449,-1.473096,1.470263,492.95324,169.476777
2024-02-12 01:16:55.921,B24-00063,50,4.9,0.085471,-1.006079,2.046597,0.336647,0.086338,0.10959,-1.245747,1.953466,0.377837,0.110702,107.96108,-1.458618,1.51328,325.14146,109.05716
2024-02-12 14:04:38.935,B24-00064,50,4.9,0.057392,-1.197379,1.83613,0.196195,0.057975,0.034896,-0.843808,1.944495,0.131085,0.03525,81.485406,-1.591698,1.353512,220.38129,82.31269
2024-02-13 02:52:21.948,B24-00065,50,4.9,0.083101,1.053394,2.819253,0.390961,0.083945,0.203495,-1.403941,1.605275,0.645944,0.205561,178.557925,-1.47139,1.467838,522.52085,180.370742
2024-02-13 15:40:04.961,B24-00066,50,4.9,0.071769,0.207788,2.783376,0.32954,0.072497,0.124283,-1.274709,1.831034,0.4204,0.125545,143.647796,-1.480326,1.528558,435.13219,145.106187
2024-02-14 04:27:47.974,B24-00067,50,4.9,0.086763,-0.761498,2.066887,0.334978,0.087644,0.05931,-0.479337,2.401278,0.256334,0.059913,82.166706,-1.598179,1.358589,222.56377,83.000907
2024-02-14 17:15:30.988,B24-00068,47,4.6,0.511319,-0.100149,2.193624,2.091693,0.516847,0.280479,-0.355811,2.120444,1.072745,0.283511,101.610309,-1.381874,1.721859,331.40186,102.708831
2024-02-15 06:03:13.701,B24-00069,50,4.9,0.069314,-0.028852,2.64874,0.309149,0.070018,0.146301,-1.239873,1.730756,0.469685,0.147786,145.111514,-1.461933,1.49458,432.56443,146.584765
2024-02-15 18:50:56.714,B24-00070,50,4.9,0.075312,0.436152,2.640608,0.353757,0.076076,0.127675,-1.256686,1.889317,0.421672,0.128972,156.920305,-1.465706,1.516551,474.21795,158.513445
2024-02-16 07:38:39.727,B24-00071,50,4.9,0.091344,0.298554,2.6488,0.4027,0.092271,0.12129,-0.290881,2.661525,0.510557,0.122522,126.067656,-1.449295,1.495366,374.78284,127.347564
2024-02-16 20:26:22.741,B24-00072,50,4.9,0.08601,-0.570967,2.157017,0.358956,0.086883,0.159064,-1.351214,1.625651,0.510636,0.160679,166.744654,-1.464305,1.492338,497.30748,168.437536
2024-02-17 09:14:05.754,B24-00073,50,4.9,0.039452,-0.226819,2.437673,0.18448,0.039853,0.042746,-0.692283,2.449387,0.192301,0.04318,81.692185,-1.58697,1.359453,222.04664,82.521568
2024-02-17 22:01:48.767,B24-00074,50,4.9,0.057596,-0.105635,2.656207,0.265213,0.058181,0.103045,-0.801905,2.256919,0.453098,0.104091,116.115795,-1.449699,1.511259,348.07985,117.294666
2024-02-18 10:49:31.780,B24-00075,50,4.9,0.071141,-0.074206,2.466384,0.331505,0.071863,0.147915,-1.248006,2.012097,0.516562,0.149417,165.247822,-1.468947,1.516988,497.45602,166.925508
2024-02-18 23:37:14.794,B24-00076,50,4.9,0.03186,-0.342777,2.399375,0.137965,0.032183,0.051407,-0.328851,2.341368,0.213567,0.051929,81.294112,-1.576915,1.365009,220.76491,82.119454
2024-02-19 12:24:57.807,B24-00077,50,4.9,0.082279,-0.313511,2.500519,0.361795,0.083115,0.090333,-1.036156,1.883784,0.314304,0.09125,101.510258,-1.459445,1.520158,304.18769,102.540846
2024-02-20 01:12:40.820,B24-00078,50,4.9,0.078209,-0.139874,2.310808,0.353382,0.079003,0.168121,-1.295246,1.675404,0.550565,0.169828,178.053423,-1.477203,1.462067,520.45137,179.861118
2024-02-20 14:00:23.833,B24-00079,50,4.9,0.09607,-1.172969,1.810838,0.338599,0.097046,0.101105,-1.113466,1.953848,0.331186,0.102132,106.820042,-1.457463,1.520501,324.22249,107.904538
2024-02-21 02:48:06.847,B24-00080,50,4.9,0.086674,-0.640305,2.270743,0.370877,0.087554,0.166152,-1.268986,1.698647,0.556594,0.167839,173.257537,-1.463121,1.489231,514.11158,175.016542
2024-02-21 15:35:49.860,B24-00081,12,1.1,0.03424,0.373889,2.156037,0.130585,0.035762,0.052586,-1.007664,1.90921,0.168642,0.054925,84.009897,-1.529113,1.550501,220.83488,87.745476
2024-02-23 05:58:55.100,B24-00084,42,4.1,0.055216,-0.719608,2.08381,0.216086,0.055885,0.05031,-0.620284,2.171923,0.184184,0.05092,85.648166,-1.440119,1.565439,239.77843,86.686363
2024-02-23 18:46:37.313,B24-00085,31,3.0,0.075631,0.821663,2.750434,0.367142,0.076881,0.103784,-1.316407,1.783261,0.320196,0.1055,110.378197,-1.367788,1.600578,334.53195,112.202753
2024-02-24 07:34:18.426,B24-00086,16,1.5,0.088762,-0.778315,1.743741,0.289781,0.091673,0.177103,-1.327114,1.587479,0.554199,0.182911,179.864773,-1.626432,1.445134,511.4085,185.763539
2024-02-24 20:21:58.039,B24-00087,5,0.4,0.065763,-1.876503,1.437622,0.176055,0.073526,0.066458,2.044004,1.653439,0.209661,0.074302,55.861774,-1.458007,1.481421,154.351017,62.455362
2024-02-25 09:09:36.553,B24-00088,50,4.9,0.078895,-0.734779,2.099728,0.322876,0.079696,0.188975,-1.483752,1.490644,0.554266,0.190894,171.666794,-1.472778,1.463907,501.27,173.409649
2024-02-25 21:57:19.566,B24-00089,46,4.5,0.07463,-0.937357,1.954547,0.283605,0.075455,0.095109,-1.283073,1.754498,0.281765,0.096159,108.087505,-1.447884,1.564684,324.59883,109.281879
2024-02-26 10:45:02.179,B24-00090,33,3.2,0.070598,-0.555307,2.078326,0.281709,0.071693,0.041677,0.282673,2.447594,0.167097,0.042324,82.381968,-1.6326,1.345834,221.6306,83.659284
2024-02-26 23:32:43.492,B24-00091,23,2.2,0.078691,-0.017319,2.336371,0.316086,0.08046,0.184351,-1.160086,1.965504,0.640301,0.188494,177.876968,-1.388714,1.637056,538.59324,181.874702
2024-02-27 12:20:23.805,B24-00092,12,1.1,0.06206,-0.81266,1.727694,0.210501,0.06482,0.036159,-1.324144,1.781528,0.108174,0.037767,80.935581,-1.0508,1.80839,234.35726,84.534458
2024-02-28 01:08:03.019,B24-00093,50,4.9,0.088121,-0.273225,2.267145,0.389712,0.089016,0.188121,-1.329254,1.66925,0.627086,0.190031,171.786777,-1.490374,1.454793,499.28064,173.53085
2024-02-28 13:55:46.032,B24-00094,49,4.8,0.076974,-0.442043,2.38684,0.333264,0.077772,0.12591,-1.018528,1.972956,0.405527,0.127215,128.565522,-1.432776,1.550936,390.95966,129.897843
2024-02-29 02:43:28.945,B24-00095,36,3.5,0.046325,-0.837693,2.202473,0.184865,0.046982,0.05718,0.795656,2.926341,0.244186,0.057991,81.506711,-1.622244,1.424399,219.79013,82.662892
2024-02-29 15:31:10.558,B24-00096,23,2.2,0.074583,0.020391,2.186422,0.313612,0.076259,0.181074,-1.514616,1.536349,0.528551,0.185144,169.030976,-1.348741,1.653359,498.83538,172.829899
2024-03-01 04:18:50.872,B24-00097,31,3.0,0.028662,0.698114,2.686165,0.120821,0.029136,0.064268,10.592134,4.21925,0.33448,0.065331,66.569946,1.64586,2.782575,352.85954,67.67035
2024-03-01 17:06:31.985,B24-00098,8,0.7,0.034091,-0.832244,1.624187,0.095333,0.036445,0.116776,-1.375943,1.558597,0.309922,0.124839,61.486373,-0.295349,1.878265,197.775625,65.731697
2024-03-02 05:54:10.798,B24-00099,50,4.9,0.091878,-0.061822,2.182623,0.399532,0.092811,0.155151,-0.976168,2.106999,0.621501,0.156727,148.401293,-1.459153,1.507964,446.51978,149.907944
2024-03-02 18:41:53.811,B24-00100,50,4.9,0.079592,-0.540217,2.19479,0.333423,0.0804,0.137874,-1.384002,1.786911,0.441109,0.139274,143.62997,-1.449259,1.549611,440.97882,145.08818
2024-03-03 07:29:36.825,B24-00101,38,3.7,0.032191,-0.99586,1.854126,0.118869,0.032623,0.04519,-0.445323,2.390695,0.181811,0.045797,81.98443,-1.576983,1.465172,219.45014,83.084941
2024-03-03 20:17:18.638,B24-00102,25,2.4,0.073461,0.087301,2.18383,0.310353,0.074976,0.156721,-1.261024,1.866178,0.522636,0.159953,144.244642,-1.472846,1.579458,425.35131,147.219072
2024-03-04 09:04:59.151,B24-00103,24,2.3,0.066221,1.535166,2.701082,0.329052,0.067646,0.04814,-0.226386,2.107796,0.175511,0.049175,78.969582,-1.574365,1.509075,217.05142,80.668046
2024-03-04 21:52:39.564,B24-00104,12,1.1,0.071059,-0.778255,1.881296,0.246581,0.074219,0.19551,-1.472419,1.544275,0.563134,0.204203,184.080172,-1.900755,1.30585,476.29803,192.265469
2024-03-05 10:40:18.778,B24-00105,50,4.9,0.069758,0.216011,2.602566,0.341745,0.070467,0.060969,-0.596764,2.486755,0.270628,0.061588,91.101592,-1.502238,1.463283,264.25651,92.026505
2024-03-05 23:28:01.791,B24-00106,50,4.9,0.072184,-0.72927,1.947804,0.270491,0.072917,0.182006,-1.365191,1.67949,0.598408,0.183854,172.430372,-1.490728,1.460098,500.64725,174.180979
2024-03-06 12:15:44.804,B24-00107,45,4.4,0.082171,-1.175716,1.818813,0.287839,0.083099,0.088965,-1.159529,1.812832,0.277678,0.08997,105.33833,-1.521228,1.467708,303.93151,106.528632
2024-03-07 01:03:27.317,B24-00108,34,3.3,0.075399,-0.943043,1.942728,0.275271,0.076532,0.072427,-0.625401,2.207179,0.271218,0.073516,90.823061,-1.509622,1.480421,263.97387,92.188898
2024-03-07 13:51:08.731,B24-00109,34,3.3,0.03424,-0.110033,2.581215,0.157379,0.034755,0.05288,-0.431484,2.310669,0.221298,0.053676,82.268764,-1.626552,1.385427,221.58506,83.505957
2024-03-08 02:38:50.144,B24-00110,22,2.1,0.059531,-0.962663,1.791284,0.201305,0.060932,0.071865,-1.177151,1.719899,0.212556,0.073556,100.662878,-1.294951,1.719012,302.68911,103.03174
2024-03-08 15:26:30.357,B24-00111,9,0.8,0.073384,-1.136676,1.488867,0.217256,0.077835,0.19614,-2.025194,1.28561,0.492164,0.208038,103.509953,-0.240188,1.972003,324.538986,109.788884
2024-03-09 04:14:09.270,B24-00112,50,4.9,0.072208,-0.181928,2.437981,0.311012,0.072941,0.082751,-1.043085,2.053677,0.307026,0.083591,102.851949,-1.458737,1.509095,309.83548,103.896158
2024-03-09 17:01:52.284,B24-00113,50,4.9,0.095114,-0.19383,2.29888,0.422455,0.096079,0.20058,-1.204166,1.703504,0.670172,0.202616,177.317713,-1.490885,1.451899,514.16832,179.117939
2024-03-10 05:49:35.297,B24-00114,37,3.6,0.085525,-1.270504,2.014033,0.304733,0.086705,0.097001,-0.767334,2.05883,0.336761,0.098339,103.013598,-1.454116,1.583114,303.49127,104.434542
2024-03-10 18:37:17.010,B24-00115,23,2.2,0.05911,0.451895,2.555267,0.250941,0.060439,0.051986,0.150517,2.293814,0.229484,0.053154,80.440659,-1.370409,1.655179,220.11652,82.24854
2024-03-11 07:24:57.323,B24-00116,10,0.9,0.08175,1.608883,2.143964,0.31847,0.086172,0.169949,-1.698942,1.453992,0.456106,0.179142,168.648064,-1.760188,1.420004,457.61961,177.770668
2024-03-11 20:12:36.337,B24-00117,50,4.9,0.060935,-0.455945,2.358709,0.281538,0.061554,0.043789,0.179109,2.558402,0.183129,0.044234,82.645324,-1.583925,1.350258,222.80482,83.484384
2024-03-12 09:00:19.350,B24-00118,50,4.9,0.073352,-0.465931,2.113255,0.297637,0.074097,0.182928,-1.440027,1.63739,0.566437,0.184785,169.69046,-1.470932,1.47838,501.4289,171.41325
2024-03-12 21:48:02.363,B24-00119,40,3.9,0.075068,0.049026,2.484679,0.332708,0.076025,0.126663,-1.25683,1.82331,0.381356,0.128277,138.374904,-1.441508,1.583513,427.67042,140.137713
2024-03-13 10:35:44.376,B24-00120,27,2.6,0.035141,0.947189,2.670915,0.173977,0.03581,0.050984,-0.579619,2.157521,0.190473,0.051956,79.430628,-1.515705,1.588415,219.81504,80.943728
2024-03-13 23:23:25.090,B24-00121,27,2.6,0.067804,1.050505,2.801934,0.332128,0.069096,0.117524,-1.153442,1.714225,0.359274,0.119762,123.09263,-1.086807,1.893996,395.75033,125.437463
2024-03-14 12:11:05.803,B24-00122,17,1.6,0.070493,-0.228879,2.098771,0.273183,0.072662,0.048936,1.030527,2.35158,0.209116,0.050442,82.042921,-1.691924,1.352646,218.95876,84.567907
2024-03-15 13:46:23.729,B24-00124,50,4.9,0.073149,0.513084,2.830221,0.347353,0.073891,0.15522,-1.426996,1.646871,0.476565,0.156796,159.067191,-1.470063,1.514466,477.5142,160.682128
2024-03-16 02:34:06.743,B24-00125,50,4.9,0.043947,0.254693,2.595354,0.198807,0.044393,0.053032,0.155746,2.429221,0.24581,0.05357,80.772494,-1.594308,1.357256,218.95268,81.59254
2024-03-16 15:21:49.756,B24-00126,42,4.1,0.05719,0.007443,2.218102,0.244981,0.057883,0.102929,-1.243584,1.777163,0.35513,0.104177,110.090732,-1.390343,1.664842,337.04654,111.425214
2024-03-17 04:09:31.969,B24-00127,18,1.7,0.688445,-0.656918,1.942152,2.320817,0.708404,0.293956,-0.629722,2.029474,1.006659,0.302478,95.498887,-0.109732,2.158137,345.706979,98.267544
2024-03-17 16:57:11.782,B24-00128,29,2.8,0.100247,-0.203453,2.312041,0.362987,0.102022,0.190197,-1.194301,1.711467,0.61596,0.193564,169.583024,-1.371816,1.630583,501.25116,172.584726
2024-03-19 07:20:11.222,B24-00131,50,4.9,0.094845,0.065612,2.452403,0.452496,0.095808,0.172383,-1.267365,1.696869,0.560579,0.174133,178.699601,-1.490712,1.477364,527.30304,180.513857
2024-03-19 20:07:54.235,B24-00132,50,4.9,0.040148,1.463091,2.937707,0.21805,0.040556,0.04761,-0.61728,2.134952,0.194368,0.048094,81.480833,-1.572458,1.368562,222.14916,82.308071
2024-03-20 08:55:37.249,B24-00133,48,4.7,0.083891,-0.528575,2.297862,0.366143,0.084778,0.129965,-0.948165,1.997515,0.515938,0.131341,107.852819,-1.411454,1.557297,327.84871,108.99415
2024-03-20 21:43:20.062,B24-00134,36,3.5,0.076152,-0.513623,2.331587,0.3105,0.077233,0.15053,-1.310684,1.731918,0.482241,0.152666,159.316406,-1.402927,1.553302,489.75545,161.576326
2024-03-21 10:31:01.675,B24-00135,20,1.9,0.069491,-1.160226,1.970828,0.229518,0.071296,0.06992,-0.19017,1.965234,0.273739,0.071736,82.260284,-1.498961,1.489982,227.06416,84.397271
2024-03-21 23:18:41.688,B24-00136,7,0.6,0.054925,-0.744485,1.740562,0.161932,0.059325,0.061935,-1.639632,1.548988,0.176101,0.066898,84.076866,-1.380034,1.571777,245.39462,90.813395
2024-03-22 12:06:20.402,B24-00137,50,4.9,0.034022,-0.330024,2.259772,0.152769,0.034367,0.042955,-0.444782,2.300756,0.173512,0.043391,81.948593,-1.578247,1.383986,225.05202,82.78058
2024-03-23 00:54:03.415,B24-00138,49,4.8,0.052915,-0.090428,2.331905,0.233208,0.053464,0.096681,-1.189606,2.042281,0.347535,0.097683,118.876011,-1.452017,1.523435,360.58573,120.10792
