MEAS_DT,SEG_ID,SESS_ID,EQP_CD,SEG_NO,T0_S,FS_HZ,N,VIB-MDE_RMS,VIB-MDE_KUR,VIB-MDE_CRF,VIB-MDE_1X,VIB-MDE_2X,VIB-MDE_3X,VIB-MDE_R21,VIB-MDE_NSY,VIB-MDE_HF,VIB-MNDE_RMS,VIB-MNDE_KUR,VIB-MNDE_CRF,VIB-MNDE_1X,VIB-MNDE_2X,VIB-MNDE_3X,VIB-MNDE_R21,VIB-MNDE_NSY,VIB-MNDE_HF,VIB-FDE_RMS,VIB-FDE_KUR,VIB-FDE_CRF,VIB-FDE_1X,VIB-FDE_2X,VIB-FDE_3X,VIB-FDE_R21,VIB-FDE_NSY,VIB-FDE_HF,VIB-FNDE_RMS,VIB-FNDE_KUR,VIB-FNDE_CRF,VIB-FNDE_1X,VIB-FNDE_2X,VIB-FNDE_3X,VIB-FNDE_R21,VIB-FNDE_NSY,VIB-FNDE_HF
2024-01-15 00:00:35.998,V24-SP1-03-018,V24-SP1-03,P1-SP1-EXF01,18,35.9985,1400.6,2801,0.346157,0.226301,3.474647,0.030926,0.037602,0.003652,1.215875,0.773997,0.06492,0.382053,0.242455,3.493139,0.054803,0.03196,0.010537,0.58317,0.799383,0.076839,0.437545,-0.044692,3.462873,0.027565,0.132281,0.011258,4.798945,0.598168,0.076297,0.350685,-0.181395,3.558883,0.060773,0.0165,0.005346,0.271506,0.778048,0.060988
2024-01-15 00:00:37.998,V24-SP1-03-019,V24-SP1-03,P1-SP1-EXF01,19,37.9984,1400.6,2801,0.327386,0.23699,3.530526,0.017357,0.062498,0.003994,3.600744,0.826681,0.07159,0.343657,0.519432,4.15719,0.029776,0.030434,0.007963,1.022096,0.737968,0.066703,0.424331,0.163578,3.894735,0.035447,0.119789,0.015251,3.379352,0.603157,0.066838,0.35023,-0.017472,3.560369,0.05218,0.018444,0.004566,0.353466,0.78315,0.060025
2024-01-15 00:00:39.998,V24-SP1-03-020,V24-SP1-03,P1-SP1-EXF01,20,39.9983,1400.6,2801,0.358834,1.1745,5.227209,0.01696,0.058363,0.009729,3.441269,0.808819,0.066001,0.347758,0.300618,4.2355,0.031113,0.028573,0.010102,0.918372,0.856476,0.078573,0.39832,0.164703,3.46323,0.021107,0.117284,0.01458,5.556698,0.686444,0.057012,0.341285,-0.040507,3.782063,0.069446,0.016118,0.007197,0.232088,0.791726,0.059386
2024-01-15 00:00:41.998,V24-SP1-03-021,V24-SP1-03,P1-SP1-EXF01,21,41.9982,1400.6,2801,0.323327,0.668945,5.245295,0.020691,0.056236,0.004787,2.717809,0.760612,0.069598,0.330189,0.326516,4.047227,0.030319,0.018161,0.011152,0.598979,0.743201,0.063455,0.367507,0.035448,3.639186,0.021424,0.113091,0.013349,5.278637,0.640144,0.064717,0.335597,-0.005911,4.381508,0.047872,0.020159,0.007921,0.421097,0.733107,0.05194
2024-01-15 00:00:43.998,V24-SP1-03-022,V24-SP1-03,P1-SP1-EXF01,22,43.9981,1400.6,2801,0.354433,1.231648,4.783612,0.019787,0.068581,0.008536,3.465906,0.806981,0.075158,0.359323,0.589248,4.711883,0.033005,0.025571,0.018938,0.774762,0.773658,0.067302,0.390307,-0.048367,3.247618,0.037261,0.115165,0.014185,3.09076,0.557974,0.056141,0.362153,-0.015361,3.57631,0.040524,0.023238,0.014147,0.573443,0.687531,0.056655
2024-01-15 00:00:45.998,V24-SP1-03-023,V24-SP1-03,P1-SP1-EXF01,23,45.998,1400.6,2801,0.314762,0.832343,3.821354,0.019539,0.065182,0.008219,3.335995,0.790404,0.072281,0.354749,0.483724,4.14889,0.033259,0.042267,0.008983,1.270826,0.852751,0.077945,0.383474,-0.002371,3.300675,0.020605,0.115252,0.012502,5.593389,0.633742,0.061388,0.369362,-0.08295,3.49665,0.06025,0.032478,0.00913,0.539058,0.730789,0.069615
2024-01-15 00:00:47.997,V24-SP1-03-024,V24-SP1-03,P1-SP1-EXF01,24,47.9979,1400.6,2801,0.325433,1.40062,5.902785,0.017565,0.055435,0.007702,3.156071,0.777834,0.069472,0.366221,0.515008,4.137635,0.03015,0.01217,0.009515,0.403656,0.846293,0.067652,0.355574,0.182886,3.94284,0.024345,0.113338,0.009663,4.655465,0.6116,0.061889,0.372061,0.028353,3.464148,0.064541,0.033615,0.006745,0.520839,0.697124,0.07185
2024-01-15 00:00:49.997,V24-SP1-03-025,V24-SP1-03,P1-SP1-EXF01,25,49.9979,1400.6,2801,0.321231,1.251816,5.982345,0.019392,0.064397,0.007262,3.320761,0.765122,0.07453,0.340282,0.437576,4.054597,0.059174,0.01092,0.009784,0.184542,0.797021,0.070855,0.367905,-0.023104,3.757932,0.03528,0.126789,0.012077,3.593834,0.596889,0.056729,0.35066,0.075318,3.807605,0.048223,0.031173,0.005919,0.646426,0.749919,0.064914
2024-01-15 00:00:51.997,V24-SP1-03-026,V24-SP1-03,P1-SP1-EXF01,26,51.9978,1400.6,2801,0.335348,0.370623,3.453449,0.019796,0.061984,0.009551,3.131115,0.822484,0.069608,0.342544,0.873312,3.904247,0.032429,0.024962,0.008703,0.769743,0.821462,0.068575,0.351518,-0.045437,3.29271,0.02876,0.108337,0.010429,3.766964,0.639356,0.058237,0.364424,0.032898,4.156249,0.057811,0.037216,0.007314,0.643753,0.790888,0.062565
2024-01-15 00:00:53.997,V24-SP1-03-027,V24-SP1-03,P1-SP1-EXF01,27,53.9977,1400.6,2801,0.331242,0.734163,5.258605,0.033733,0.019113,0.005384,0.56659,0.7881,0.071896,0.378991,0.109311,3.640042,0.031029,0.018376,0.01439,0.592202,0.804545,0.083052,0.34798,-0.074989,3.720098,0.025721,0.102574,0.011026,3.988034,0.675513,0.082875,0.369308,-0.1725,3.379313,0.041435,0.032813,0.011151,0.791911,0.801239,0.06285
2024-01-15 00:00:55.997,V24-SP1-03-028,V24-SP1-03,P1-SP1-EXF01,28,55.9976,1400.6,2801,0.342703,1.656706,5.467667,0.036644,0.017142,0.007418,0.467798,0.682731,0.062209,0.350612,0.083952,3.304889,0.06347,0.010535,0.01063,0.165977,0.779259,0.074652,0.350668,0.086005,3.808132,0.031407,0.115488,0.017892,3.677166,0.621728,0.057022,0.337274,0.050855,3.228091,0.041442,0.040014,0.012102,0.965557,0.721121,0.062235
2024-01-15 00:00:57.997,V24-SP1-03-029,V24-SP1-03,P1-SP1-EXF01,29,57.9975,1400.6,2801,0.312592,0.301398,3.847858,0.031216,0.020378,0.004829,0.6528,0.760042,0.069617,0.356756,0.617674,3.870907,0.059369,0.020665,0.003403,0.348081,0.847614,0.08184,0.359797,0.271969,3.465363,0.025175,0.097621,0.011271,3.877786,0.672362,0.060512,0.36367,-0.102532,3.670779,0.040812,0.039188,0.009047,0.960218,0.759671,0.060303
2024-01-15 00:00:59.997,V24-SP1-03-030,V24-SP1-03,P1-SP1-EXF01,30,59.9974,1400.6,2801,0.334252,1.141937,4.806175,0.026006,0.036286,0.008428,1.395271,0.765611,0.064019,0.378487,0.153233,4.24883,0.047,0.024135,0.00767,0.513511,0.801271,0.084166,0.344639,-0.056026,3.491232,0.034636,0.090766,0.008256,2.620549,0.64028,0.0666,0.360436,-0.016764,3.577621,0.055291,0.027554,0.008327,0.498341,0.807566,0.069538
2024-01-15 00:01:01.997,V24-SP1-03-031,V24-SP1-03,P1-SP1-EXF01,31,61.9973,1400.6,2801,0.31409,0.422623,3.684175,0.036193,0.015893,0.006146,0.439132,0.704824,0.056173,0.38234,0.275147,3.95782,0.036029,0.023811,0.010435,0.660891,0.758834,0.070154,0.342424,-0.11291,3.443448,0.030119,0.105162,0.012962,3.491584,0.648372,0.06125,0.344385,-0.095835,3.494599,0.041118,0.03543,0.015023,0.861681,0.702878,0.059476
2024-01-15 00:01:03.997,V24-SP1-03-032,V24-SP1-03,P1-SP1-EXF01,32,63.9972,1400.6,2801,0.323018,0.49864,4.282575,0.018331,0.051652,0.007427,2.817776,0.826482,0.064293,0.346762,0.428682,3.781075,0.029704,0.028084,0.007761,0.945464,0.823871,0.074519,0.358849,-0.058437,3.225711,0.034167,0.099286,0.011876,2.905906,0.678886,0.065841,0.393112,0.035508,3.230302,0.066964,0.038171,0.007348,0.570025,0.792606,0.066933
2024-01-15 00:01:05.997,V24-SP1-03-033,V24-SP1-03,P1-SP1-EXF01,33,65.9972,1400.6,2801,0.32634,0.283574,3.824295,0.019872,0.0651,0.009598,3.275978,0.807685,0.066081,0.360485,0.337023,3.957005,0.044182,0.019391,0.010889,0.438887,0.794483,0.075302,0.329228,0.276793,3.917858,0.030866,0.096558,0.008724,3.128286,0.651243,0.063893,0.37382,-0.054715,3.746812,0.052843,0.044559,0.012194,0.843238,0.788167,0.074363
2024-01-15 00:01:07.997,V24-SP1-03-034,V24-SP1-03,P1-SP1-EXF01,34,67.9971,1400.6,2801,0.317997,0.274907,3.501514,0.019768,0.059939,0.008753,3.032182,0.821006,0.063001,0.340833,0.333035,3.716529,0.058685,0.017574,0.01013,0.299461,0.801637,0.085301,0.330471,0.289474,3.911294,0.03092,0.088542,0.006681,2.863637,0.690434,0.054114,0.361905,-0.138002,3.567309,0.05177,0.044158,0.013201,0.852965,0.770169,0.059313
2024-01-15 00:01:09.997,V24-SP1-03-035,V24-SP1-03,P1-SP1-EXF01,35,69.997,1400.6,2801,0.315729,0.165945,3.593136,0.019769,0.055568,0.005197,2.810861,0.832019,0.047035,0.349064,0.268041,3.314985,0.03247,0.031179,0.011347,0.960251,0.867621,0.081738,0.349359,0.154235,3.571422,0.022975,0.100255,0.01306,4.363638,0.671785,0.061933,0.363598,-0.241472,3.236477,0.04643,0.040994,0.012537,0.882931,0.778172,0.068846
2024-01-15 00:01:11.996,V24-SP1-03-036,V24-SP1-03,P1-SP1-EXF01,36,71.9969,1400.6,2801,0.299483,0.410251,3.710611,0.035275,0.015574,0.002668,0.441492,0.706344,0.059329,0.36752,0.32016,3.76451,0.071208,0.009742,0.009728,0.136816,0.739866,0.072755,0.335897,-0.010592,3.313104,0.019907,0.089542,0.009829,4.49798,0.699734,0.057212,0.335856,0.1896,3.917762,0.04125,0.040375,0.007051,0.978781,0.774685,0.07062
2024-01-15 00:01:13.996,V24-SP1-03-037,V24-SP1-03,P1-SP1-EXF01,37,73.9968,1400.6,2801,0.327852,1.163734,5.442153,0.030978,0.039238,0.01125,1.266641,0.732885,0.058045,0.323257,0.619672,4.26611,0.04796,0.028023,0.003218,0.584299,0.804844,0.071878,0.333992,0.027927,3.4615,0.028197,0.078794,0.013922,2.794388,0.692793,0.0757,0.346695,0.180935,3.529088,0.062098,0.037233,0.006833,0.599582,0.787254,0.068266
2024-01-15 00:01:15.996,V24-SP1-03-038,V24-SP1-03,P1-SP1-EXF01,38,75.9967,1400.6,2801,0.322231,0.86928,5.533703,0.033529,0.017695,0.006543,0.527759,0.757161,0.064208,0.334884,0.522309,4.253783,0.041906,0.008451,0.0078,0.201656,0.774713,0.069074,0.352216,-0.079404,3.15422,0.031594,0.08469,0.010831,2.680563,0.723121,0.061556,0.360355,0.10001,3.704919,0.0425,0.047702,0.012027,1.122398,0.760582,0.063802
2024-01-15 00:01:17.996,V24-SP1-03-039,V24-SP1-03,P1-SP1-EXF01,39,77.9966,1400.6,2801,0.306154,0.215486,3.782699,0.035555,0.010322,0.004203,0.2903,0.71238,0.056227,0.30966,0.384202,4.454498,0.033486,0.022688,0.00431,0.677525,0.842376,0.063825,0.341378,0.029473,3.387698,0.022764,0.081024,0.009655,3.559281,0.715149,0.055121,0.357639,0.153356,3.735172,0.069974,0.044988,0.009434,0.642924,0.758274,0.064839
2024-01-15 00:01:19.996,V24-SP1-03-040,V24-SP1-03,P1-SP1-EXF01,40,79.9966,1400.6,2801,0.322493,0.097271,3.310795,0.03374,0.009913,0.009846,0.293821,0.714563,0.059841,0.338265,0.600805,3.949167,0.033116,0.024648,0.003277,0.744304,0.825576,0.072416,0.347137,0.115212,3.653648,0.020044,0.082489,0.008928,4.115321,0.667218,0.061706,0.373769,-0.045311,3.329627,0.041914,0.042115,0.00496,1.00478,0.794415,0.079249
2024-01-15 00:01:21.996,V24-SP1-03-041,V24-SP1-03,P1-SP1-EXF01,41,81.9965,1400.6,2801,0.321407,0.365555,3.604129,0.026353,0.030991,0.005787,1.176004,0.78242,0.069488,0.365108,0.220194,3.775361,0.033895,0.02261,0.01041,0.66706,0.755364,0.089466,0.341293,-0.057371,3.380202,0.030457,0.094179,0.012996,3.092168,0.699031,0.061465,0.393084,-0.145678,3.220612,0.060607,0.045125,0.008289,0.744553,0.834625,0.061705
2024-01-15 00:01:23.996,V24-SP1-03-042,V24-SP1-03,P1-SP1-EXF01,42,83.9964,1400.6,2801,0.313354,0.342232,3.543749,0.01755,0.060965,0.006051,3.47385,0.78946,0.060312,0.304211,0.689339,4.394281,0.041236,0.032696,0.006457,0.79292,0.75991,0.07611,0.341208,-0.151889,4.046543,0.024492,0.089994,0.00584,3.674414,0.681505,0.064827,0.337543,-0.036931,3.298271,0.06629,0.051229,0.010156,0.7728,0.713764,0.063438
2024-01-15 00:01:25.996,V24-SP1-03-043,V24-SP1-03,P1-SP1-EXF01,43,85.9963,1400.6,2801,0.328231,0.423014,4.071875,0.017482,0.063447,0.008486,3.629314,0.810355,0.073041,0.327341,0.462423,3.66755,0.032906,0.03719,0.005301,1.130175,0.794272,0.075813,0.339953,0.189928,4.260947,0.032788,0.099813,0.014004,3.04418,0.684285,0.071161,0.388872,0.058367,3.840809,0.065623,0.052324,0.010985,0.797349,0.756719,0.065571
2024-01-15 00:01:27.996,V24-SP1-03-044,V24-SP1-03,P1-SP1-EXF01,44,87.9962,1400.6,2801,0.338501,0.289315,4.211773,0.022268,0.047263,0.016526,2.122494,0.751844,0.085305,0.327659,0.592727,3.869886,0.033185,0.037335,0.010094,1.12508,0.806426,0.070577,0.360402,0.147506,3.520968,0.030196,0.097866,0.020527,3.241035,0.683901,0.060524,0.369786,-0.006435,3.374508,0.064979,0.046154,0.012618,0.710287,0.782028,0.066819
2024-01-15 00:01:29.996,V24-SP1-03-045,V24-SP1-03,P1-SP1-EXF01,45,89.9961,1400.6,2801,0.301614,0.171044,3.386703,0.029931,0.034586,0.006089,1.155522,0.757891,0.061742,0.341013,0.527749,3.913755,0.050438,0.023905,0.006439,0.473956,0.782201,0.064292,0.351636,0.038272,3.673043,0.029869,0.098251,0.00868,3.289363,0.707686,0.052717,0.320658,0.014037,3.394457,0.056194,0.045091,0.012105,0.802409,0.701449,0.058794
2024-01-15 00:01:31.996,V24-SP1-03-046,V24-SP1-03,P1-SP1-EXF01,46,91.996,1400.6,2801,0.32156,0.109899,3.877657,0.033834,0.023578,0.006675,0.696892,0.732917,0.073807,0.332934,0.396751,3.884647,0.037976,0.028371,0.003983,0.747088,0.822348,0.06468,0.356029,-0.171912,3.118819,0.033505,0.094134,0.004661,2.80956,0.691511,0.064323,0.34945,-0.072905,3.441151,0.042008,0.037352,0.006609,0.889149,0.782947,0.06405
2024-01-15 00:01:33.996,V24-SP1-03-047,V24-SP1-03,P1-SP1-EXF01,47,93.996,1400.6,2801,0.334872,0.146541,3.589076,0.019476,0.054982,0.007327,2.823036,0.833168,0.080929,0.362532,0.370462,3.554776,0.068143,0.007193,0.005972,0.105557,0.835608,0.06831,0.337234,0.075547,3.494141,0.023385,0.09778,0.007967,4.181374,0.672089,0.067619,0.367595,-0.040922,3.508828,0.043482,0.038815,0.008065,0.892669,0.817566,0.064297
2024-01-15 00:01:35.995,V24-SP1-03-048,V24-SP1-03,P1-SP1-EXF01,48,95.9959,1400.6,2801,0.333072,0.111419,3.409415,0.019868,0.067599,0.004868,3.402402,0.804103,0.067631,0.343249,0.92068,4.681328,0.033484,0.023291,0.007053,0.695595,0.805265,0.064735,0.365304,-0.008904,3.48253,0.032208,0.098325,0.009416,3.052814,0.68919,0.067768,0.317024,0.023133,3.369268,0.041176,0.036107,0.013479,0.876895,0.698088,0.059178
2024-01-15 00:01:37.995,V24-SP1-03-049,V24-SP1-03,P1-SP1-EXF01,49,97.9958,1400.6,2801,0.320288,0.119607,4.173835,0.031739,0.028928,0.006345,0.911431,0.774835,0.069716,0.349214,0.21083,3.57685,0.032477,0.039622,0.005759,1.220021,0.843702,0.070027,0.355755,-0.078888,3.571024,0.027724,0.096604,0.007366,3.484519,0.673703,0.063953,0.323448,-0.028853,3.431956,0.040622,0.035798,0.011949,0.881239,0.711838,0.067233
2024-01-15 00:01:39.995,V24-SP1-03-050,V24-SP1-03,P1-SP1-EXF01,50,99.9957,1400.6,2801,0.317947,0.243531,3.63534,0.034936,0.016986,0.006651,0.486206,0.70923,0.071485,0.348555,0.488995,4.099183,0.032763,0.036336,0.008623,1.109079,0.766914,0.072182,0.354532,0.149009,3.648692,0.023725,0.098304,0.01148,4.143464,0.724004,0.066253,0.371415,-0.095332,3.595822,0.042982,0.034654,0.010706,0.806237,0.800261,0.061009
2024-01-15 00:01:41.995,V24-SP1-03-051,V24-SP1-03,P1-SP1-EXF01,51,101.9956,1400.6,2801,0.317091,0.417028,4.076852,0.017878,0.048087,0.003367,2.689755,0.795718,0.080348,0.3298,0.223894,3.49828,0.062613,0.010458,0.005031,0.167033,0.762525,0.058975,0.365846,0.164434,3.890837,0.03463,0.112157,0.006174,3.238724,0.666081,0.060593,0.350312,-0.186065,3.236109,0.070204,0.04489,0.011071,0.639425,0.731646,0.072009
2024-01-15 00:01:43.995,V24-SP1-03-052,V24-SP1-03,P1-SP1-EXF01,52,103.9955,1400.6,2801,0.315179,0.15194,3.670062,0.028791,0.025555,0.005917,0.887606,0.774682,0.068677,0.339613,0.159897,3.530327,0.054309,0.021423,0.007134,0.39446,0.806706,0.06911,0.358805,-0.028755,3.972638,0.026873,0.101705,0.010198,3.784703,0.541557,0.063388,0.351699,0.158297,3.537974,0.04311,0.031775,0.008282,0.737071,0.800422,0.068763
