MEAS_DT,BURST_ID,EQP_CD,N,VIB-AGT_RMS,VIB-AGT_STD,VIB-AGT_PTP,VIB-AGT_ABSMAX,VIB-AGT_P95,VIB-AGT_KUR,VIB-AGT_SKW,VIB-AGT_CRF
2024-02-16 19:57:06.506,A24-0029,P1-SP1-AGT01,1024,1.890947,1.890711,6.427734,3.257812,3.005859,-1.499237,-0.008263,1.722847
2024-02-17 19:48:26.024,A24-0030,P1-SP2-AGT01,1024,1.881807,1.881735,6.498047,3.28125,3.011719,-1.495662,0.003012,1.74367
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,1024,1.937419,1.937208,6.503906,3.263672,3.005859,-1.545669,-0.012675,1.684546
2024-02-19 19:31:05.060,A24-0032,P1-SP2-AGT01,1024,1.884734,1.884661,6.615234,3.398438,3.0,-1.491007,0.034398,1.803139
2024-02-20 19:22:24.578,A24-0033,P1-SP1-AGT01,1024,1.908437,1.908412,6.375,3.216797,3.0,-1.532904,0.024915,1.685566
2024-02-21 19:13:44.096,A24-0034,P1-SP2-AGT01,1024,1.938152,1.937714,6.380859,3.240234,3.011719,-1.551449,0.011703,1.671817
2024-02-22 19:05:03.614,A24-0035,P1-SP1-AGT01,1024,1.921926,1.920618,6.503906,3.263672,3.01582,-1.526619,0.045764,1.698126
2024-02-23 18:56:23.133,A24-0036,P1-SP2-AGT01,1024,1.932721,1.932714,6.427734,3.234375,3.011719,-1.523039,0.020715,1.673483
2024-02-24 18:47:42.651,A24-0037,P1-SP1-AGT01,1024,1.941771,1.941369,6.298828,3.175781,3.017578,-1.559214,-0.006174,1.635507
2024-02-25 18:39:02.169,A24-0038,P1-SP2-AGT01,1024,0.172127,0.044523,0.190625,0.292187,0.265625,0.340015,-1.338604,1.697513
2024-02-26 18:30:21.687,A24-0039,P1-SP1-AGT01,1024,1.915014,1.91498,6.298828,3.1875,3.0,-1.555848,0.037705,1.664479
2024-02-27 18:21:41.205,A24-0040,P1-SP2-AGT01,1024,1.94883,1.947818,6.404297,3.246094,3.023438,-1.559524,0.004715,1.665663
2024-02-28 18:13:00.723,A24-0041,P1-SP1-AGT01,1024,1.900349,1.899671,6.316406,3.181641,3.0,-1.538527,0.041838,1.67424
2024-03-01 17:55:39.759,A24-0043,P1-SP1-AGT01,1024,1.897384,1.895718,6.509766,3.263672,3.00498,-1.498813,0.072362,1.72009
2024-03-02 17:46:59.277,A24-0044,P1-SP2-AGT01,1024,1.928601,1.928581,6.503906,3.269531,3.0,-1.548581,0.011438,1.695286
2024-03-03 17:38:18.795,A24-0045,P1-SP1-AGT01,1024,1.940971,1.940968,6.345703,3.1875,3.028418,-1.553003,0.044233,1.642219
2024-03-04 17:29:38.313,A24-0046,P1-SP2-AGT01,1024,1.932456,1.931025,6.521484,3.28125,3.041016,-1.526918,-0.000858,1.697969
2024-03-05 17:20:57.831,A24-0047,P1-SP1-AGT01,1024,1.885297,1.884161,6.375,3.199219,3.0,-1.496626,-0.023746,1.696931
2024-03-06 17:12:17.349,A24-0048,P1-SP2-AGT01,1024,1.931027,1.929255,6.515625,3.322266,3.011719,-1.519934,0.055212,1.720465
2024-03-07 17:03:36.867,A24-0049,P1-SP1-AGT01,1024,1.911194,1.910658,6.691406,3.451172,3.0,-1.526051,-0.00687,1.805767
2024-03-08 16:54:56.386,A24-0050,P1-SP2-AGT01,1024,1.898213,1.898067,6.521484,3.287109,3.00498,-1.50423,0.007586,1.731687
2024-03-09 16:46:15.904,A24-0051,P1-SP1-AGT01,1024,1.923892,1.922816,6.527344,3.333984,3.0,-1.545558,0.051608,1.732938
2024-03-10 16:37:35.422,A24-0052,P1-SP2-AGT01,1024,1.882585,1.881665,6.421875,3.246094,3.0,-1.516097,-0.007465,1.724275
2024-03-11 16:28:54.940,A24-0053,P1-SP1-AGT01,1024,1.952577,1.952239,6.392578,3.210938,3.005859,-1.563815,0.022249,1.644461
2024-03-12 16:20:14.458,A24-0054,P1-SP2-AGT01,1024,1.93351,1.931409,6.873047,3.527344,3.016699,-1.509217,0.067376,1.824322
2024-03-13 16:11:33.976,A24-0055,P1-SP1-AGT01,1024,0.171544,0.044509,0.196094,0.305469,0.265625,0.449425,-1.365501,1.780701
2024-03-14 16:02:53.494,A24-0056,P1-SP2-AGT01,2048,2.961756,2.960891,12.785156,6.410156,4.346094,-1.13943,0.025646,2.16431
2024-03-15 15:54:13.012,A24-0057,P1-SP1-AGT01,2048,2.852854,2.852103,12.527344,6.351562,4.25,-1.124471,0.027982,2.226389
2024-03-16 15:45:32.530,A24-0058,P1-SP2-AGT01,2048,2.852507,2.851137,12.714844,6.433594,4.239453,-1.119588,0.043414,2.255417
2024-03-17 15:36:52.048,A24-0059,P1-SP1-AGT01,2048,2.951119,2.95041,12.808594,6.515625,4.30332,-1.192474,0.023853,2.207849
2024-03-18 15:28:11.566,A24-0060,P1-SP2-AGT01,2048,2.858916,2.857942,12.433594,6.222656,4.261523,-1.11186,0.019454,2.176579
2024-03-19 15:19:31.084,A24-0061,P1-SP1-AGT01,2048,2.871763,2.87079,12.761719,6.398438,4.200391,-1.162418,0.027884,2.228052
2024-03-20 15:10:50.602,A24-0062,P1-SP2-AGT01,2048,2.829414,2.82843,12.621094,6.316406,4.226562,-1.101322,0.033302,2.232408
2024-03-21 15:02:10.120,A24-0063,P1-SP1-AGT01,2048,2.891746,2.890451,12.984375,6.574219,4.252539,-1.100699,0.049886,2.273442
2024-03-22 14:53:29.639,A24-0064,P1-SP2-AGT01,2048,2.88293,2.881566,12.75,6.433594,4.324219,-1.099349,0.028161,2.231616
2024-03-23 14:44:49.157,A24-0065,P1-SP1-AGT01,2048,2.829323,2.827382,12.609375,6.375,4.229102,-1.123569,0.015378,2.253189
2024-03-25 14:27:28.193,A24-0067,P1-SP1-AGT01,1024,3.153755,3.153666,13.066406,6.679688,5.715234,-1.119218,-0.015235,2.118011
2024-03-26 14:18:47.711,A24-0068,P1-SP2-AGT01,1024,3.066886,3.065636,12.972656,6.492188,5.589844,-1.077406,0.052112,2.116866
2024-03-27 14:10:07.229,A24-0069,P1-SP1-AGT01,1024,3.005635,3.003777,12.832031,6.421875,5.453906,-1.029608,0.002158,2.136612
2024-03-28 14:01:26.747,A24-0070,P1-SP2-AGT01,1024,3.100516,3.098127,12.785156,6.445312,5.777344,-1.046861,0.033665,2.078787
2024-03-29 13:52:46.265,A24-0071,P1-SP1-AGT01,1024,0.172327,0.043436,0.209375,0.31875,0.252344,0.45162,-1.345599,1.849686
2024-03-30 13:44:05.783,A24-0072,P1-SP2-AGT01,1024,2.896427,2.894883,12.597656,6.304688,4.973437,-1.001486,0.012335,2.176712
2024-03-31 13:35:25.301,A24-0073,P1-SP1-AGT01,1024,3.044501,3.043771,12.597656,6.316406,5.524219,-1.058365,-0.004793,2.074694
2024-04-01 13:26:44.819,A24-0074,P1-SP2-AGT01,1024,2.974519,2.972296,12.902344,6.503906,5.435742,-1.039184,0.020502,2.18654
2024-04-02 13:18:04.337,A24-0075,P1-SP1-AGT01,1024,3.037015,3.034091,12.738281,6.375,5.703516,-0.999312,0.047547,2.099101
2024-04-03 13:09:23.855,A24-0076,P1-SP2-AGT01,1024,3.09162,3.090065,12.738281,6.375,5.588086,-1.05737,0.037359,2.062026
2024-04-04 13:00:43.373,A24-0077,P1-SP1-AGT01,1024,3.059856,3.057695,12.902344,6.5625,5.716992,-1.012165,0.016424,2.144709
2024-04-05 12:52:02.892,A24-0078,P1-SP2-AGT01,1024,2.912561,2.909636,12.890625,6.585938,5.196094,-0.948155,0.010858,2.261218
2024-04-06 12:43:22.410,A24-0079,P1-SP1-AGT01,1024,2.950349,2.947978,12.738281,6.398438,5.367188,-0.955643,0.059701,2.168705
2024-04-07 12:34:41.928,A24-0080,P1-SP2-AGT01,1024,2.985724,2.982801,13.113281,6.585938,5.666602,-0.95508,-0.024283,2.205809
2024-04-08 12:26:01.446,A24-0081,P1-SP1-AGT01,1024,3.040344,3.039011,12.761719,6.445312,5.670117,-0.999614,0.075093,2.119929
2024-04-09 12:17:20.964,A24-0082,P1-SP2-AGT01,1024,3.062538,3.061676,12.714844,6.386719,5.690039,-1.066161,-0.008359,2.085434
2024-04-10 12:08:40.482,A24-0083,P1-SP1-AGT01,1024,3.186855,3.186572,13.089844,6.5625,5.777344,-1.147469,0.028439,2.05924
2024-04-11 12:00:00.000,A24-0084,P1-SP2-AGT01,1024,3.036963,3.034523,12.773438,6.433594,5.463867,-1.069534,0.025011,2.11843
2024-04-12 11:51:19.518,A24-0085,P1-SP1-AGT01,1024,2.988072,2.986019,12.785156,6.433594,5.450391,-1.014801,0.003041,2.153092
2024-04-13 11:42:39.036,A24-0086,P1-SP2-AGT01,1024,3.083031,3.08239,12.820312,6.515625,5.750391,-1.03804,0.002908,2.113383
2024-04-20 11:25:18.072,A24-0088,P1-SP2-AGT01,1024,0.173044,0.044696,0.203906,0.305469,0.265625,0.463079,-1.354462,1.765264
2024-04-21 11:16:37.590,A24-0089,P1-SP1-AGT01,1024,3.105377,3.103641,12.75,6.398438,5.676562,-1.104552,0.012923,2.060438
2024-04-22 11:07:57.108,A24-0090,P1-SP2-AGT01,1024,3.123617,3.122714,12.691406,6.363281,5.555859,-1.148453,0.030812,2.037152
2024-04-23 10:59:16.626,A24-0091,P1-SP1-AGT01,1024,2.901474,2.899289,12.480469,6.363281,5.23125,-0.982679,0.004208,2.193121
2024-04-24 10:50:36.145,A24-0092,P1-SP2-AGT01,1024,3.061512,3.057705,12.773438,6.46875,5.634961,-1.041077,0.025785,2.112927
2024-04-25 10:41:55.663,A24-0093,P1-SP1-AGT01,1024,2.963665,2.962474,12.679688,6.386719,5.398828,-0.984253,0.026912,2.155007
2024-04-26 10:33:15.181,A24-0094,P1-SP2-AGT01,1024,3.005749,3.004214,12.679688,6.339844,5.525977,-1.053604,-0.019621,2.109239
2024-04-27 10:24:34.699,A24-0095,P1-SP1-AGT01,1024,3.109946,3.107779,12.761719,6.421875,5.680078,-1.108456,0.040414,2.064947
2024-04-28 10:15:54.217,A24-0096,P1-SP2-AGT01,1024,3.127022,3.124995,12.738281,6.410156,5.707031,-1.129823,0.028667,2.049923
2024-04-29 10:07:13.735,A24-0097,P1-SP1-AGT01,1024,2.993541,2.990834,12.914062,6.46875,5.390625,-0.981626,0.055477,2.160902
2024-04-30 09:58:33.253,A24-0098,P1-SP2-AGT01,1024,3.059554,3.058889,12.738281,6.398438,5.701758,-1.044913,0.020963,2.091298
2024-05-01 09:49:52.771,A24-0099,P1-SP1-AGT01,1024,3.188482,3.187114,12.878906,6.574219,5.8125,-1.134676,0.030527,2.061865
2024-05-02 09:41:12.289,A24-0100,P1-SP2-AGT01,1024,3.092677,3.091546,12.585938,6.328125,5.664844,-1.112932,0.007817,2.046164
2024-05-03 09:32:31.807,A24-0101,P1-SP1-AGT01,1024,3.046898,3.046218,12.867188,6.574219,5.803711,-0.992195,0.016671,2.157676
2024-05-04 09:23:51.325,A24-0102,P1-SP2-AGT01,1024,3.106489,3.104557,12.808594,6.445312,5.636719,-1.094977,-0.002108,2.07479
2024-05-05 09:15:10.843,A24-0103,P1-SP1-AGT01,1024,3.115609,3.113798,12.84375,6.421875,5.83418,-1.05527,0.004321,2.061194
2024-05-06 09:06:30.361,A24-0104,P1-SP2-AGT01,1024,0.173108,0.045025,0.196094,0.305469,0.265625,0.385241,-1.340332,1.764612
2024-05-07 08:57:49.879,A24-0105,P1-SP1-AGT01,1024,3.000912,2.999697,12.632812,6.316406,5.420508,-1.035168,0.041543,2.104829
2024-05-08 08:49:09.398,A24-0106,P1-SP2-AGT01,1024,2.969637,2.968805,12.949219,6.539062,5.517773,-0.971327,0.029336,2.201974
2024-05-09 08:40:28.916,A24-0107,P1-SP1-AGT01,1024,3.202368,3.202004,12.621094,6.339844,5.738672,-1.166879,-0.023786,1.979736
2024-05-11 08:23:07.952,A24-0109,P1-SP1-AGT01,1024,3.072478,3.070909,14.396875,7.198437,5.558867,-0.860903,-0.020477,2.342877
2024-05-12 08:14:27.470,A24-0110,P1-SP2-AGT01,1024,3.20748,3.206649,14.649219,7.4375,6.385625,-0.778499,-0.023629,2.318799
2024-05-13 08:05:46.988,A24-0111,P1-SP1-AGT01,1024,3.287594,3.287041,14.476562,7.357812,6.365039,-0.902982,-0.03025,2.238054
2024-05-14 07:57:06.506,A24-0112,P1-SP2-AGT01,1024,3.376295,3.374167,14.529687,7.264844,6.5875,-0.902674,-0.01461,2.151721
2024-05-15 07:48:26.024,A24-0113,P1-SP1-AGT01,1024,3.164227,3.162912,14.675781,7.503906,6.150547,-0.75036,-0.016798,2.371482
2024-05-16 07:39:45.542,A24-0114,P1-SP2-AGT01,1024,3.194529,3.193396,14.34375,7.225,6.475273,-0.779709,-0.065157,2.26168
2024-05-17 07:31:05.060,A24-0115,P1-SP1-AGT01,1024,3.054677,3.053996,14.503125,7.4375,5.991172,-0.662972,0.024598,2.434791
2024-05-18 07:22:24.578,A24-0116,P1-SP2-AGT01,1024,3.300081,3.299695,14.55625,7.371094,6.556953,-0.84771,-0.034896,2.23361
2024-05-19 07:13:44.096,A24-0117,P1-SP1-AGT01,1024,3.128504,3.123924,14.489844,7.264844,6.331172,-0.621869,-0.034721,2.322146
2024-05-20 07:05:03.614,A24-0118,P1-SP2-AGT01,1024,3.212062,3.210262,14.410156,7.264844,6.519102,-0.775774,0.051579,2.261738
2024-05-21 06:56:23.132,A24-0119,P1-SP1-AGT01,1024,3.127912,3.124452,14.45,7.238281,6.236211,-0.699789,0.012171,2.314093
2024-05-22 06:47:42.651,A24-0120,P1-SP2-AGT01,1024,3.144236,3.140683,14.569531,7.4375,6.200352,-0.748249,-0.001222,2.36544
2024-05-23 06:39:02.169,A24-0121,P1-SP1-AGT01,1024,0.172694,0.043477,0.182812,0.292187,0.265625,0.338761,-1.316306,1.691942
2024-05-24 06:30:21.687,A24-0122,P1-SP2-AGT01,1024,3.027077,3.024553,14.2375,7.171875,6.001133,-0.689161,-0.038742,2.369241
2024-05-25 06:21:41.205,A24-0123,P1-SP1-AGT01,1024,3.146203,3.144703,14.689062,7.357812,6.333164,-0.727713,0.040681,2.338633
2024-05-26 06:13:00.723,A24-0124,P1-SP2-AGT01,1024,3.13302,3.132627,14.596094,7.344531,5.894883,-0.849446,-0.023195,2.344234
2024-05-27 06:04:20.241,A24-0125,P1-SP1-AGT01,1024,3.1428,3.142345,14.476562,7.304688,6.036992,-0.824876,0.052784,2.324261
2024-05-28 05:55:39.759,A24-0126,P1-SP2-AGT01,1024,3.146345,3.14416,14.529687,7.357812,6.361719,-0.714153,0.023175,2.338527
2024-05-29 05:46:59.277,A24-0127,P1-SP1-AGT01,1024,3.081318,3.077822,14.317187,7.171875,5.9075,-0.76624,-0.006469,2.327535
2024-05-30 05:38:18.795,A24-0128,P1-SP2-AGT01,1024,3.250101,3.248832,14.303906,7.171875,6.262773,-0.897482,0.021097,2.206662
2024-05-31 05:29:38.313,A24-0129,P1-SP1-AGT01,1024,2.843956,2.838729,14.357031,7.371094,5.219531,-0.519016,0.003543,2.591845
2024-06-01 05:20:57.831,A24-0130,P1-SP2-AGT01,1024,2.556046,2.552532,14.436719,7.251562,4.733437,-0.230769,-0.066724,2.837024
2024-06-03 05:03:36.867,A24-0132,P1-SP2-AGT01,1024,2.420681,2.416407,14.13125,7.11875,4.329453,-0.192907,-0.113282,2.940805
2024-06-04 04:54:56.386,A24-0133,P1-SP1-AGT01,1024,2.365663,2.359926,13.985156,7.039062,4.311094,-0.162113,-0.15656,2.975514
2024-06-05 04:46:15.904,A24-0134,P1-SP2-AGT01,1024,2.616089,2.610774,14.436719,7.304688,4.816445,-0.310584,-0.129489,2.792217
2024-06-06 04:37:35.422,A24-0135,P1-SP1-AGT01,1024,2.516849,2.512266,14.489844,7.357812,4.78457,-0.10401,-0.07948,2.923423
2024-06-07 04:28:54.940,A24-0136,P1-SP2-AGT01,1024,2.541545,2.539857,14.503125,7.291406,4.473789,-0.270478,-0.103954,2.868887
2024-06-08 04:20:14.458,A24-0137,P1-SP1-AGT01,1024,2.599953,2.595163,14.55625,7.384375,4.892812,-0.403608,-0.077839,2.840195
2024-06-09 04:11:33.976,A24-0138,P1-SP2-AGT01,1024,0.173802,0.044719,0.203906,0.305469,0.265625,0.311585,-1.306202,1.757566
2024-06-10 04:02:53.494,A24-0139,P1-SP1-AGT01,1024,2.56094,2.55924,14.34375,7.185156,4.742734,-0.173681,-0.015935,2.805671
2024-06-11 03:54:13.012,A24-0140,P1-SP2-AGT01,1024,2.604816,2.60032,14.6625,7.464062,4.898789,-0.388472,-0.103255,2.865485
2024-06-12 03:45:32.530,A24-0141,P1-SP1-AGT01,1024,2.478003,2.475141,13.985156,7.132031,4.277734,-0.482439,-0.069559,2.878136
2024-06-13 03:36:52.048,A24-0142,P1-SP2-AGT01,1024,2.578652,2.575951,14.224219,7.132031,4.712852,-0.24298,0.032134,2.765799
2024-06-14 03:28:11.566,A24-0143,P1-SP1-AGT01,1024,2.591007,2.586619,14.104688,7.065625,4.551484,-0.447377,-0.066965,2.72698
2024-06-15 03:19:31.084,A24-0144,P1-SP2-AGT01,1024,2.544595,2.542078,14.264063,7.145313,4.536211,-0.335986,0.057049,2.808036
2024-06-16 03:10:50.602,A24-0145,P1-SP1-AGT01,1024,2.685119,2.68143,14.383594,7.251562,5.175703,-0.392474,-0.032397,2.700649
2024-06-17 03:02:10.120,A24-0146,P1-SP2-AGT01,1024,2.652727,2.650944,14.250781,7.264844,4.8875,-0.36005,-0.109499,2.738632
2024-06-18 02:53:29.639,A24-0147,P1-SP1-AGT01,1024,2.637615,2.632261,14.171094,7.105469,4.843672,-0.499885,-0.038001,2.693899
2024-06-19 02:44:49.157,A24-0148,P1-SP2-AGT01,1024,2.772419,2.769901,14.13125,7.185156,5.005039,-0.606228,-0.043857,2.591656
2024-06-20 02:36:08.675,A24-0149,P1-SP1-AGT01,1024,2.609479,2.606391,14.609375,7.384375,4.407383,-0.43587,-0.124425,2.829827
2024-06-21 02:27:28.193,A24-0150,P1-SP2-AGT01,1024,2.690403,2.689144,14.423437,7.317969,5.005039,-0.361184,-0.036214,2.720027
2024-06-22 02:18:47.711,A24-0151,P1-SP1-AGT01,1024,2.720192,2.718959,14.290625,7.171875,5.190977,-0.493111,-0.037334,2.636532
2024-06-23 02:10:07.229,A24-0152,P1-SP2-AGT01,1024,2.499787,2.494601,14.569531,7.317969,4.688281,0.013032,0.001336,2.927437
2024-06-24 02:01:26.747,A24-0153,P1-SP1-AGT01,1024,2.481172,2.476837,14.171094,7.092187,4.412695,-0.245292,-0.105879,2.858402
2024-06-25 01:52:46.265,A24-0154,P1-SP2-AGT01,1024,0.172941,0.044466,0.196094,0.305469,0.265625,0.459698,-1.367174,1.766321
2024-06-27 01:35:25.301,A24-0156,P1-SP2-AGT01,1024,2.698469,2.695189,13.958594,7.0125,5.137187,-0.442273,-0.028617,2.598696
2024-06-28 01:26:44.819,A24-0157,P1-SP1-AGT01,1024,2.53482,2.532091,14.357031,7.264844,4.540195,-0.313524,-0.030372,2.86602
2024-06-29 01:18:04.337,A24-0158,P1-SP2-AGT01,1024,2.460696,2.455592,14.210938,7.158594,4.686289,-0.167303,0.0251,2.909175
2024-06-30 01:09:23.855,A24-0159,P1-SP1-AGT01,1024,2.457079,2.454325,14.370313,7.304688,4.325937,-0.131527,-0.058213,2.972915
2024-07-01 01:00:43.373,A24-0160,P1-SP2-AGT01,1024,2.504381,2.500323,14.582812,7.344531,4.460508,-0.193134,-0.071106,2.932674
2024-07-02 00:52:02.892,A24-0161,P1-SP1-AGT01,1024,2.515164,2.511558,14.171094,7.171875,4.648438,-0.300276,-0.060447,2.851454
2024-07-03 00:43:22.410,A24-0162,P1-SP2-AGT01,1024,2.47297,2.47086,14.503125,7.384375,4.308789,-0.311165,-0.037171,2.986035
2024-07-04 00:34:41.928,A24-0163,P1-SP1-AGT01,1024,2.567927,2.563357,13.799219,7.025781,4.657734,-0.415344,-0.150295,2.735974
2024-07-05 00:26:01.446,A24-0164,P1-SP2-AGT01,1024,2.718578,2.713233,14.370313,7.211719,5.162422,-0.406841,-0.117972,2.652754
2024-07-06 00:17:20.964,A24-0165,P1-SP1-AGT01,1024,2.633738,2.632238,14.104688,7.092187,4.771289,-0.438081,-0.063771,2.692822
2024-07-07 00:08:40.482,A24-0166,P1-SP2-AGT01,1024,2.753791,2.751897,13.892187,7.092187,5.241445,-0.572597,-0.108312,2.575426
2024-07-08 00:00:00.000,A24-0167,P1-SP1-AGT01,1024,2.629517,2.625736,14.396875,7.251562,4.872227,-0.424738,-0.060102,2.757754
2024-07-08 23:51:19.518,A24-0168,P1-SP2-AGT01,1024,2.881134,2.877217,14.649219,7.371094,5.534297,-0.57183,-0.097988,2.558401
2024-07-09 23:42:39.036,A24-0169,P1-SP1-AGT01,1024,2.685264,2.683397,14.078125,7.065625,4.815117,-0.498338,-0.093731,2.631259
2024-07-10 23:33:58.554,A24-0170,P1-SP2-AGT01,1024,2.700863,2.699026,14.503125,7.317969,4.84168,-0.563174,-0.088819,2.709492
2024-07-11 23:25:18.072,A24-0171,P1-SP1-AGT01,1024,0.17325,0.042715,0.196094,0.305469,0.265625,0.487864,-1.368342,1.763169
2024-07-12 23:16:37.590,A24-0172,P1-SP2-AGT01,1024,2.611169,2.608114,14.117969,7.132031,4.651758,-0.371873,-0.042164,2.731356
2024-07-13 23:07:57.108,A24-0173,P1-SP1-AGT01,1024,2.74838,2.747222,14.423437,7.291406,5.109297,-0.434761,-0.050664,2.652984
2024-07-14 22:59:16.626,A24-0174,P1-SP2-AGT01,1024,2.582236,2.579525,14.357031,7.198437,4.845664,-0.258079,-0.018441,2.787676
2024-07-15 22:50:36.145,A24-0175,P1-SP1-AGT01,1024,2.572189,2.567671,14.45,7.317969,4.947266,-0.229445,-0.092897,2.845035
2024-07-16 22:41:55.663,A24-0176,P1-SP2-AGT01,1024,2.539113,2.534585,14.264063,7.145313,4.431953,-0.455584,-0.082236,2.814097
2024-07-17 22:33:15.181,A24-0177,P1-SP1-AGT01,1024,2.651127,2.649929,14.383594,7.264844,4.943945,-0.471183,-0.045584,2.740285
2024-07-18 22:24:34.699,A24-0178,P1-SP2-AGT01,1024,2.565709,2.561372,14.290625,7.291406,4.420664,-0.323227,-0.103859,2.841868
2024-07-20 22:07:13.735,A24-0180,P1-SP2-AGT01,1024,2.837254,2.83388,14.13125,7.078906,5.285938,-0.649923,-0.079453,2.494985
2024-07-21 21:58:33.253,A24-0181,P1-SP1-AGT01,1024,2.803077,2.800825,14.582812,7.410938,5.069453,-0.563991,-0.003866,2.643858
2024-07-22 21:49:52.771,A24-0182,P1-SP2-AGT01,1024,2.741773,2.736683,14.463281,7.317969,5.131875,-0.452407,-0.087567,2.669065
2024-07-23 21:41:12.289,A24-0183,P1-SP1-AGT01,1024,2.73738,2.735233,14.622656,7.357812,5.058164,-0.471769,-0.097984,2.687903
2024-07-24 21:32:31.807,A24-0184,P1-SP2-AGT01,1024,2.708365,2.704729,14.117969,7.132031,5.217539,-0.436561,-0.08021,2.633335
2024-07-25 21:23:51.325,A24-0185,P1-SP1-AGT01,1024,2.578512,2.575484,14.476562,7.33125,4.752695,-0.381223,-0.062009,2.84321
2024-07-26 21:15:10.843,A24-0186,P1-SP2-AGT01,1024,2.773386,2.772077,14.675781,7.384375,4.983789,-0.585094,-0.055102,2.662585
